Incident.day	Incident.month	Incident.year	Latitude	Longitude	Shark.common.name	Shark.scientific.name	Provoked.unprovoked	Victim.activity	Injury.location	Injury.description	Injury.severity\xca	Victim.gender	Victim.age	Time.of.incident
28	2	1997	-20.26666667	148.9	grey reef shark	Carcharhinus amblyrhynchos	unprovoked	diving	"arm, shoulder"		minor lacerations	male	30	1045
28	2	1997	-27.98333333	153.3333333	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		major lacerations	female	20	1330
3	2	1997	-33.86666667	151.2	bull shark	Carcharhinus leucas	unprovoked	unmotorised boating	other: uninjured			female	49	0615
26	7	1997	-26.65	153.1	tiger shark	Galeocerdo cuvier	unprovoked	boarding	calf		minor lacerations	male	18	1400
28	10	1997	-31.98333333	115.75	white shark	Carcharodon carcharias	unprovoked	boarding	head		abrasion	male		0630
10	11	1997	-38.28333333	144.45	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	21	1515
9	11	1997	-35.13333333	117.95	white shark	Carcharodon carcharias	unprovoked	diving	"arm, shoulder"		minor lacerations	male	42	
29	12	1997	-33.98333333	114.9833333	wobbegong	Orectolobidae	unprovoked	other: standing in water	leg		minor lacerations	male	4	0900
1	12	1997	-29.1	153.4333333	wobbegong	Orectolobidae	unprovoked	swimming	leg		minor lacerations	male	18	1530
14	12	1997	-20.11666667	148.9166667	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		minor lacerations	male	8	
28	1	1998	-34.21666667	115.0166667	wobbegong	Orectolobidae	provoked	diving	calf		minor lacerations	male	34	1000
26	1	1998	-18.66666667	146.5	tiger shark	Galeocerdo cuvier	unprovoked	snorkelling	other: uninjured			male	45	0600
17	1	1998	-35.5	138.7	wobbegong	Orectolobidae	unprovoked	boarding	foot		other: teeth marks	male	31	
28	6	1998	-35.31666667	136.1	white shark	Carcharodon carcharias	unprovoked	snorkelling	"torso, leg"		major lacerations	male	26	1400
1	9	1998	-35.03333333	150.7166667	wobbegong	Orectolobidae	unprovoked	diving	thigh		minor lacerations	male		
20	10	1998	-26.5	153	wobbegong	Orectolobidae	provoked	diving	"arm, hand"		minor lacerations	male	37	1400
22	12	1998	-35.5	138.7	wobbegong	Orectolobidae	unprovoked	boarding	calf		other: teeth marks	female	21	
8	12	1998	-33.95	151.15	whaler shark	Carcharhinidae	provoked	spearfishing	calf		minor lacerations	male		
23	2	1999	-30.56666667	152.9833333	white shark	Carcharodon carcharias	unprovoked	boarding	arm		minor lacerations	male	35	1930
29	5	1999	-34.88333333	137.45	white shark	Carcharodon carcharias	unprovoked	boarding	torso		major lacerations	male	22	1600
25	10	1999	-27.38333333	153.4333333	wobbegong	Orectolobidae	provoked	diving	thigh		minor lacerations	male		
27	12	1999	-32.21666667	152.6	bronze whaler shark	Carcharhinus brachyurus	unprovoked	diving	other: uninjured			male	34	0930
23	12	1999	-31.88333333	115.75	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
7	2	2000	-34.03333333	151.15	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	57	1210
4	2	2000	-32.08333333	132.9833333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, torso"		major lacerations	male	26	1100
3	2	2000	-31.81666667	115.7333333	wobbegong	Orectolobidae	unprovoked	swimming	foot		other: teeth marks	male	51	0545
30	3	2000	-27.96666667	153.4166667	white shark	Carcharodon carcharias	unprovoked	swimming	calf		major lacerations	male	26	1410
8	3	2000	-31.95	115.0666667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	20	1830
15	3	2000	-33.48333333	151.4166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	38	1930
2	3	2000	-33.86666667	151.2	bull shark	Carcharhinus leucas	unprovoked	swimming	foot		other: teeth marks	male	61	
10	3	2000	-33.86666667	151.2	bull shark	Carcharhinus leucas	unprovoked	unmotorised boating	other: uninjured			male		
3	4	2000	-33.93333333	151.25	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			male		1500
13	4	2000	-31.98333333	115.75	wobbegong	Orectolobidae	provoked	other: standing in water	foot		other: teeth marks	female	11	
25	9	2000	-33.61666667	134.8166667	white shark	Carcharodon carcharias	unprovoked	boarding	torso			male	17	1230
24	9	2000	-32.08333333	132.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	torso			male	25	0730
21	11	2000	-18.66666667	146.5	tiger shark	Galeocerdo cuvier	provoked	diving	other: uninjured			male	28	0910
6	11	2000	-31.98333333	115.75	white shark	Carcharodon carcharias	unprovoked	swimming	foot		minor lacerations	male	52	0630
6	11	2000	-34.63333333	150.3833333	white shark	Carcharodon carcharias	unprovoked	swimming	other: uninjured			male	40	1500
3	11	2000	-33.18333333	134.65	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male	27	1200
6	11	2000	-31.98333333	115.75	white shark	Carcharodon carcharias	unprovoked	swimming	"torso, leg"		major lacerations	male	49	0625
3	12	2000	-23.43333333	151.9	whaler shark	Carcharhinidae	provoked	spearfishing	arm		minor lacerations	male	38	0900
24	12	2000	-19.25	146.8166667	wobbegong	Orectolobidae	unprovoked	diving	"arm, hand"		minor lacerations	male		1630
28	1	2001	-26.38333333	153.0833333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			male		1700
21	1	2001	-30.88333333	153.05	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male	35	
4	2	2001	-29.6	153.3333333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	calf		other: teeth marks	male	40	1615
28	3	2001	-33.96666667	114.9833333	wobbegong	Orectolobidae	unprovoked	snorkelling	calf		other: teeth marks	male	19	1400
2	4	2001	-30.63333333	153.0166667	wobbegong	Orectolobidae	unprovoked	boarding	calf		major lacerations	male	40	1000
8	4	2001	-33.9	151.2666667	wobbegong	Orectolobidae	provoked	snorkelling	arm		abrasion	male	32	
4	5	2001	-33.23333333	151.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	torso		minor lacerations	male	37	1745
1	10	2001	-27.28333333	153.4166667	tiger shark	Galeocerdo cuvier	unprovoked	unmotorised boating				male	31	1400
2	10	2001	-16.91666667	149.25	silvertip shark	Carcharhinus albimarginatus	provoked	snorkelling	arm		minor lacerations	female	20	1330
23	11	2001	-28.81666667	153.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	torso		surface wound	male	49	0915
3	12	2001	-29.43333333	153.35	wobbegong	Orectolobidae	unprovoked	swimming	foot		other: teeth marks	male	14	1815
21	12	2001	-33.63333333	115	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	36	
6	12	2001	-34.25	115.0166667	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male		
30	1	2002	-33.3	115.6833333	shortfin mako shark	Isurus oxyrinchus	unprovoked	swimming	thigh		minor lacerations	male	32	1700
29	1	2002	-32.73333333	152.1833333	bull shark	Carcharhinus leucas	unprovoked	boarding	arm		abrasion	male	20	1900
16	2	2002	-26.36666667	153.0833333	whaler shark	Carcharhinidae	unprovoked	boarding	foot		minor lacerations	male	36	0925
7	2	2002	-33.86666667	151.2	bull shark	Carcharhinus leucas	unprovoked	unmotorised boating	other: uninjured			male	35	2030
1	4	2002	-30.28333333	153.1333333	bull shark	Carcharhinus leucas	provoked	spearfishing	other: uninjured			male		
30	4	2002	-32.38422037	133.9255802	white shark	Carcharodon carcharias	provoked	diving	leg		major lacerations	male	23	1230
12	4	2002	-32.93333333	151.75	wobbegong	Orectolobidae	unprovoked	swimming	foot		other: teeth marks	male	46	
13	8	2002	-31.96666667	115.75	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	34	0800
29	12	2002	-16.66666667	145.9333333	hammerhead shark 	Sphyrnidae	provoked	snorkelling	arm		minor lacerations	female	18	1430
22	12	2002	-33.78333333	151.2833333	wobbegong	Orectolobidae	unprovoked	diving	thigh		abrasion	male	35	0930
16	12	2002	-28.05	153.4166667	bull shark	Carcharhinus leucas	unprovoked	swimming	"torso, leg"		major lacerations	male	23	0400
11	1	2003	-33.91666667	151.25	wobbegong	Orectolobidae	unprovoked	swimming	leg		minor lacerations	male	24	
1	1	2003	-33.86666667	135.1666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			female		1300
16	2	2003	-35.51666667	138.7666667	wobbegong	Orectolobidae	unprovoked	other: standing in water	foot		minor lacerations	male	37	
8	2	2003	-28.1	153.1	bull shark	Carcharhinus leucas	unprovoked	swimming	leg		major lacerations	male	84	0700
23	3	2003	-29.41666667	153.35	whaler shark	Carcharhinidae	unprovoked	boarding	foot		other: teeth marks	male		
5	3	2003	-32.53333333	115.7166667	wobbegong	Orectolobidae	provoked	diving	"torso, pelvic region"		other: teeth marks	male		
25	7	2003	-12.18333333	136.7666667	tiger shark	Galeocerdo cuvier	unprovoked	unmotorised boating	other: uninjured			male	37	
1	10	2003	-30.28333333	153.1333333	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	12	1815
31	10	2003	-32.43333333	152.5166667	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	22	1730
30	11	2003	-33.63333333	114.9833333	wobbegong	Orectolobidae	provoked	swimming	thigh		abrasion	male	15	1130
30	11	2003	-33.96666667	114.9833333	wobbegong	Orectolobidae	provoked	swimming	"leg, hand"		abrasion	male	15	1130
8	12	2003	-33.96666667	114.9833333	wobbegong	Orectolobidae	provoked	spearfishing	leg		other: teeth marks	male	34	0700
8	12	2003	-38.26666667	144.5333333	whaler shark	Carcharhinidae	unprovoked	swimming	other: uninjured			male		0545
14	1	2004	-33.98333333	114.9833333	wobbegong	Orectolobidae	unprovoked	swimming	"torso, pelvic region"		other: teeth marks	male		2000
12	1	2004	-34.56666667	150.8666667	whaler shark	Carcharhinidae	unprovoked	diving	other: uninjured			male		1030
3	1	2004	-30.56666667	152.9833333	wobbegong	Orectolobidae	unprovoked	swimming	calf		other: teeth marks	male	8	
15	1	2004	-30.63333333	153.0166667	wobbegong	Orectolobidae	unprovoked	swimming	"torso, pelvic region"		other: teeth marks	female		
25	1	2004	-33.13333333	115.6833333	white shark	Carcharodon carcharias	provoked	spearfishing	leg		major lacerations	male	46	1100
10	2	2004	-38.36666667	144.75	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
10	2	2004	-33.1	151.65	blind shark	Brachaelurus waddi	provoked	spearfishing	foot		abrasion	male	22	
22	2	2004	-31.85	115.75	wobbegong	Orectolobidae	unprovoked	snorkelling	calf		other: teeth marks	female	7	1400
22	2	2004	-31.85	115.75	wobbegong	Orectolobidae	unprovoked	snorkelling	leg		other: teeth marks	male	38	1400
6	3	2004	-30.25	115.0166667	bronze whaler shark	Carcharhinus brachyurus	provoked	spearfishing	leg		other: teeth marks	male	47	
26	4	2004	-32.2	152.55	wobbegong	Orectolobidae	unprovoked	diving	"arm, hand"		other: teeth marks	male		
20	4	2004	-33.96666667	114.9833333	wobbegong	Orectolobidae	unprovoked	snorkelling	thigh		other: teeth marks	male		
26	6	2004	-31.91666667	115.75	white shark	Carcharodon carcharias	provoked	diving	other: uninjured			male		
10	6	2004	-33.33333333	115.6333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	17	1630
11	7	2004	-31.98333333	115.5333333	wobbegong	Orectolobidae	unprovoked	diving	calf		other: teeth marks	male	33	1408
10	7	2004	-33.85	114.9833333	white shark	Carcharodon carcharias	unprovoked	boarding	"leg, pelvic region"		major lacerations	male	29	1400
4	8	2004	-28.63333333	153.6166667	grey nurse shark	Carcharius taurus	provoked	spearfishing	foot		other: teeth marks	male	42	1330
28	8	2004	-38.46666667	145.0166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	33	1710
25	9	2004	-16.4	145.7666667	tiger shark	Galeocerdo cuvier	provoked	snorkelling	other: uninjured			male		1200
21	10	2004	-32.85	151.8333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	59	1600
6	11	2004	-32.01666667	152.5333333	wobbegong	Orectolobidae	unprovoked	boarding	"arm, hand"		minor lacerations	male	14	0800
11	12	2004	-16.21666667	145.8833333	tiger shark	Galeocerdo cuvier	provoked	spearfishing	thigh		major lacerations	male	38	1215
16	12	2004	-34.9	137	white shark	Carcharodon carcharias	unprovoked	boarding	torso			male	18	1515
19	1	2005	-37.98333333	145.0166667	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male		
26	2	2005	-27.55	152.8166667	bull shark	Carcharhinus leucas	unprovoked	swimming	"arm, hand"		minor lacerations	male	18	
25	3	2005	-33.38333333	151.4833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	31	1400
19	3	2005	-28.71666667	113.7833333	white shark	Carcharodon carcharias	unprovoked	snorkelling	torso			male	26	
16	4	2005	-12.11666667	136.8	whaler shark	Carcharhinidae	provoked	spearfishing	head		other: teeth marks	male	20	
16	4	2005	-33.9	151.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	40	0615
16	5	2005	-19.35	147.3666667	blacktip reef shark	Carcharhinus melanopterus	provoked	spearfishing	"arm, hand"		minor lacerations	male		
24	8	2005	-34.96666667	138.5	white shark	Carcharodon carcharias	unprovoked	diving	torso			male	23	1610
24	9	2005	-30.88333333	153.0833333	tiger shark	Galeocerdo cuvier	unprovoked	boarding	other: uninjured			male	28	
7	9	2005	-30.3	153.1333333	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	15	
23	9	2005	-31.88333333	115.75	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	44	
25	9	2005	-35.08333333	137.5333333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, leg"		minor lacerations	male	26	
4	9	2005	-34.83333333	135.6833333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, leg"		minor lacerations	male	40	1500
25	11	2005	-38.46666667	145.0166667	white shark	Carcharodon carcharias	unprovoked	boarding	calf		minor lacerations	male	18	1815
12	11	2005	-27.18333333	153.4	bronze whaler shark	Carcharhinus brachyurus	unprovoked	diving	other: uninjured			male	57	1100
11	12	2005	-16.48333333	145.45	whitetip reef shark	Triaenodon obesus	provoked	spearfishing	arm		major lacerations	male	44	1000
7	1	2006	-27.4	153.4333333	bull shark	Carcharhinus leucas	unprovoked	swimming	"leg, hand"		major lacerations	female	21	1710
15	1	2006	-31.93333333	115.75	white shark	Carcharodon carcharias	provoked	spearfishing	arm		minor lacerations	male	52	1120
13	2	2006	-26.8	153.1333333	wobbegong	Orectolobidae	unprovoked	other: standing in water	foot		minor lacerations	male	18	1100
15	3	2006	-33.88333333	151.2666667	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			male		1620
11	4	2006	-32.91666667	151.7833333	wobbegong	Orectolobidae	unprovoked	boarding	foot		other: teeth marks	male	15	1330
2	5	2006	-26.68333333	153.1333333	wobbegong	Orectolobidae	provoked	diving	torso		minor lacerations	male	46	1630
11	8	2006	-33.9	151.2666667	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male		
2	12	2006	-33.91666667	122.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	15	
2	12	2006	-20.36666667	116.8666667	grey reef shark	Carcharhinus amblyrhynchos	provoked	spearfishing	other: uninjured			male		
18	12	2006	-38.36666667	144.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	25	0800
9	1	2007	-32.38333333	152.5166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	44	0630
23	1	2007	-37.5	149.9666667	white shark	Carcharodon carcharias	provoked	diving	"head, torso"		minor lacerations	male	41	1030
3	2	2007	-28.83333333	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	26	
20	3	2007	-28.53333333	153.55	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		minor lacerations	female	42	
12	3	2007	-24.71666667	152.2666667	bull shark	Carcharhinus leucas	unprovoked	swimming	"leg, foot"		major lacerations	female	59	1515
26	4	2007	-16.55	139.4			unprovoked	swimming	foot		minor lacerations	female	12	1830
16	5	2007	-23.13333333	113.7666667	whitetip reef shark	Triaenodon obesus	provoked	swimming	foot		major lacerations	female	38	1430
5	6	2007	-31.18333333	152.9666667	bull shark	Carcharhinus leucas	unprovoked	boarding	"leg, foot"		major lacerations	male		1630
14	7	2007	-33.78333333	151.2833333	wobbegong	Orectolobidae	unprovoked	diving	thigh		other: teeth marks	male	30	
5	7	2007	-21.95	114.1166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	48	0745
20	7	2007	-12.15	96.81666667	wobbegong	Orectolobidae	provoked	swimming	calf		minor lacerations	male	15	
13	10	2007	-16.91666667	145.7666667	whaler shark	Carcharhinidae	provoked	spearfishing	calf		major lacerations	male	31	1200
15	10	2007	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		minor lacerations	female	52	1130
8	11	2007	-28.63333333	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		1420
11	12	2007	-33.9495	151.2437	wobbegong	Orectolobidae	unprovoked	surfing	"leg, foot"		minor lacerations	male	14	1930
15	12	2007	-27.93333333	153.4166667	whaler shark	Carcharhinidae	unprovoked	swimming	"arm, hand"		minor lacerations	male	13	1230
18	12	2007	-32.68333333	152.1833333	white shark	Carcharodon carcharias	unprovoked	boarding	"torso, pelvic region"		minor lacerations	male	31	1100
1	1	2008	-41	147.1333333	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male		
28	1	2008	-28.18333333	153.5666667	wobbegong	Orectolobidae	unprovoked	diving	thigh		other: teeth marks	male		1030
29	1	2008	-31.98333333	115.5333333	wobbegong	Orectolobidae	unprovoked	swimming	calf		other: teeth marks	male	42	1130
18	2	2008	-38.83333333	146.1666667	wobbegong	Orectolobidae	unprovoked	swimming	foot		minor lacerations	female	66	1330
17	4	2008	-28.15	153.5333333	wobbegong	Orectolobidae	unprovoked	other: standing in water	thigh		other: teeth marks	male		1100
8	4	2008	-28.86666667	153.5666667	bull shark	Carcharhinus leucas	unprovoked	boarding	"thigh, calf"		major lacerations	male	16	0810
16	4	2008	-33.63333333	115	wobbegong	Orectolobidae	provoked	swimming	"calf, thigh, pelvic region"		surface wound	female		
10	5	2008	-35.01666667	117.9166667	white shark	Carcharodon carcharias	unprovoked	swimming	calf		major lacerations	male	37	0730
30	7	2008	-38.38333333	142.4833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	31	1030
30	8	2008	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	30	1130
7	9	2008	-28.63333333	153.6166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	51	
28	12	2008	-32.43333333	152.5166667	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			male	10	
27	12	2008	-32.35	115.7166667	white shark	Carcharodon carcharias	provoked	snorkelling	other: body not recovered			male	52	0700
27	12	2008	-33.73333333	151.3166667	white shark	Carcharodon carcharias	provoked	unmotorised boating	other: uninjured			male	29	
12	1	2009	-34.53333333	150.8666667	dusky shark	Carcharhinus obscurus	provoked	spearfishing	leg		major lacerations	male	25	1045
1	1	2009	-13.91666667	146.6166667	grey reef shark	Carcharhinus amblyrhynchos	provoked	diving	calf		minor lacerations	male		
11	1	2009	-28.18333333	153.55	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	31	0930
11	1	2009	-41.23333333	148.3	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	female	13	1400
24	1	2009	-35.76	150.2053	unknown	unknown	unprovoked	swimming	"arm, hand"		minor lacerations	male	19	1630
18	2	2009	-31.45	152.9166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	24	1700
11	2	2009	-33.85	151.2166667	bull shark	Carcharhinus leucas	unprovoked	diving	"leg, hand"		major lacerations	male	31	0700
7	2	2009	-29.76666667	153.2833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		0730
12	2	2009	-33.88333333	151.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		major lacerations	male	33	1930
7	2	2009	-32.38333333	152.5166667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	41	1100
1	3	2009	-33.63333333	151.3166667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	15	0630
19	3	2009	-35.85	150.1666667	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			female	47	0745
23	3	2009	-33.93333333	151.25	wobbegong	Orectolobidae	unprovoked	diving	leg		minor lacerations	male		
20	3	2009	-32.5	115.7	white shark	Carcharodon carcharias	unprovoked	boarding	"calf, foot"		other: teeth marks	male	17	1845
15	3	2009	-31.98333333	115.5333333	wobbegong	Orectolobidae	provoked	swimming	leg		minor lacerations	male	21	1130
12	4	2009	-32.73333333	152.1833333	bull shark	Carcharhinus leucas	unprovoked	boarding	other: uninjured			male	40	0800
27	6	2009	-34.66666667	150.85	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	52	0830
30	7	2009	-28.63333333	153.6166667	whaler shark	Carcharhinidae	unprovoked	boarding	"arm, hand"		other: teeth marks	male	14	0615
25	8	2009	-32	115.45	white shark	Carcharodon carcharias	provoked	spearfishing	other: uninjured			male	42	1300
6	9	2009	-12.15	96.81666667	whaler shark	Carcharhinidae	unprovoked	boarding	thigh		other: teeth marks	male	35	1300
30	10	2009	-38.33333333	141.6	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male	27	
28	10	2009	-28.78333333	153.5833333	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			female	17	0700
7	11	2009	-35.5	138.2333333	white shark	Carcharodon carcharias	provoked	spearfishing	"leg, hand"		minor lacerations	male	25	0950
19	12	2009	-23.43333333	151.9	whaler shark	Carcharhinidae	provoked	spearfishing	arm		minor lacerations	male	18	
26	12	2009	-33.45	151.4333333	wobbegong	Orectolobidae	provoked	other: standing in water	foot		other: teeth marks	male	55	1100
12	12	2009	-26.067	113.567	white shark	Carcharodon carcharias	unprovoked	unmotorised boating				male		
13	12	2009	-29.1	153.4333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	39	
27	12	2009	-32.16666667	152.5	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		0630
27	1	2010	-24.8	152.45	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	37	1630
22	1	2010	-38.28333333	144.4333333	white shark	Carcharodon carcharias	unprovoked	boarding	"arm, hand"		minor lacerations	male		0730
9	1	2010	-10.56666667	142.2166667	whitetip reef shark	Triaenodon obesus	unprovoked	snorkelling	leg		other: teeth marks	female	9	
6	2	2010	-29.41666667	153.3666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male	18	
13	2	2010	-20.35	148.9333333	bull shark	Carcharhinus leucas	unprovoked	snorkelling	"torso, pelvic region"		major lacerations	female	55	1245
11	2	2010	-33.66666667	151.3	wobbegong	Orectolobidae	unprovoked	other: standing in water	calf		other: teeth marks	male	46	0800
18	5	2010	-31.3	152.9666667	bull shark	Carcharhinus leucas	unprovoked	boarding	calf		other: teeth marks	male		1630
6	6	2010	-35.03333333	116.8333333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male		
8	8	2010	-31.18333333	152.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	47	0800
17	8	2010	-33.85	114.9666667	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	31	0815
13	9	2010	-29.4	153.3333333	white shark	Carcharodon carcharias	unprovoked	boarding	foot		minor lacerations	male	15	1700
23	10	2010	-30.83333333	115.2666667	white shark	Carcharodon carcharias	unprovoked	boarding	calf		other: teeth marks	male		
16	10	2010	-30.06666667	153.2	wobbegong	Orectolobidae	unprovoked	boarding	foot		minor lacerations	male	22	
30	10	2010	-32.18333333	115.6833333	white shark	Carcharodon carcharias	unprovoked	snorkelling	thigh		major lacerations	female	19	1230
17	2	2011	-34.71666667	135.15	white shark	Carcharodon carcharias	provoked	diving	other: body not recovered			male	50	1800
12	2	2011	-21.95	114.1166667	whaler shark	Carcharhinidae	unprovoked	snorkelling	arm		minor lacerations	male	58	1645
16	3	2011	-32.73333333	152.1833333	white shark	Carcharodon carcharias	unprovoked	boarding	"head, shoulder"		major lacerations	female		1300
23	3	2011	-31.83333333	152.7333333	white shark	Carcharodon carcharias	unprovoked	boarding	arm		major lacerations	male	48	1845
23	4	2011	-24.48333333	113.4	whaler shark	Carcharhinidae	provoked	fishing	foot		major lacerations	male	17	1500
29	5	2011	-32.45	152.5333333	wobbegong	Orectolobidae	provoked	diving	thigh		other: teeth marks	female		
28	8	2011	-18.71666667	146.5666667	tiger shark	Galeocerdo cuvier	unprovoked	swimming	torso		major lacerations	male	50	1930
4	9	2011	-33.53333333	115.0333333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		major lacerations	male	21	
22	10	2011	-32	115.45	white shark	Carcharodon carcharias	unprovoked	diving			major lacerations	male	32	1330
19	10	2011	-37.88333333	144.9833333	port jackson shark	Heterodontus portusjacksoni	provoked	diving	other: uninjured			male	49	1600
10	10	2011	-31.98333333	115.75	white shark	Carcharodon carcharias	unprovoked	swimming				male		0800
28	11	2011	-26.46666667	153.0833333	wobbegong	Orectolobidae	provoked	swimming	foot		other: teeth marks	male	10	1700
2	12	2011	-28.7	153.6	white shark	Carcharodon carcharias	unprovoked	boarding	"torso, shoulder"		surface wound	male	63	0600
7	12	2011	-33.93333333	151.25	wobbegong	Orectolobidae	provoked	boarding	foot		minor lacerations	male	14	1930
11	12	2011	-29.48333333	153.35	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		minor lacerations	male	50	0600
3	1	2012	-33.45	151.4333333	white shark	Carcharodon carcharias	unprovoked	boarding	arm		minor lacerations	male	28	1945
2	1	2012	-28.16666667	153.55	tiger shark	Galeocerdo cuvier	provoked	spearfishing	other: uninjured			male		
18	1	2012	-33	151.7166667	white shark	Carcharodon carcharias	unprovoked	boarding	thigh		major lacerations	male	44	1640
19	1	2012	-23.13333333	113.7666667	tiger shark	Galeocerdo cuvier	unprovoked	snorkelling	arm		minor lacerations	male	26	
3	2	2012	-31.98333333	152.5666667	white shark	Carcharodon carcharias	unprovoked	boarding	other: uninjured			male		
25	2	2012	-32.6	152.3166667	wobbegong	Orectolobidae	provoked	fishing	foot		other: teeth marks	male		1600
6	2	2012	-26.75	153.1333333	whaler shark	Carcharhinidae	unprovoked	boarding	other: uninjured			male	29	
20	3	2012	-28.05	153.4333333	bull shark	Carcharhinus leucas	provoked	boarding	foot		minor lacerations	male	20	1710
15	3	2012	-33.55	151.3166667			unprovoked	unmotorised boating	other: uninjured			male	52	
31	3	2012	-33.46666667	115.5166667	white shark	Carcharodon carcharias	unprovoked	diving	torso		major lacerations	male	32	0930
11	4	2012	-35.18333333	136.85	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	thigh		other: teeth marks	male	27	
17	5	2012	-32.21666667	152.6	wobbegong	Orectolobidae	provoked	diving	"arm, hand"		minor lacerations	male	57	1030
27	5	2012	-33	151.7	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male	30	1430
12	6	2012	-38.61666667	142.9833333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		minor lacerations	male	42	
22	6	2012	-43.51666667	146.2333333	white shark	Carcharodon carcharias	unprovoked	boarding	leg		abrasion	male		0915
20	6	2012	-31.78333333	115.7166667	white shark	Carcharodon carcharias	unprovoked	unmotorised boating	other: uninjured			male	61	0705
